name,latitude,longitude,address,phone,status,category,image_url
Kazyon Market,34.0133132,-6.8519865,,,,3.6(33),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJ-cL4ohpV8MyYmJlSVrZyDjmXQpGmhGqOevr-qkFSycNSVH9EGFETGavS2eBexsNKAr_ucf0a4rncSciwkXt8xcBpa0Q87BuAipkvp2Y-xHKEbES4ai-jl4wuc1GuzdwJCJdT=w80-h106-k-no
Kazyon Market,33.8879314,-6.9712091,,+212 707-551856,,3.0(4),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.5267833,-7.6070834,,,,5.0(3),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtNqoLMDH9xQvW0LQLnq0QbCk-FRRyLId6Q1uBttsEdv0VU3ACC0Gb7YDI9zuccZos3mnu6lL1GeRrUpRrBbjzGlry4dq_IZI21hJYl2rn33mKjwt2h3Igqps_stP9Q2HBZuKnQ8lTKGo=w80-h106-k-no
Kazyon Market,33.4602096,-7.6524761,,,,3.9(15),https://lh3.googleusercontent.com/gps-cs-s/AC9h4not7Km_LOOzbC5BrWiAk_5sGwa8kQgbPsGVkeZiIkt2SVgJ0dUYAYm5EtcVHfR0xA-6qnA6spj-sV2hOMSqIg9bVNL_B5AqP-yFujj9w1NTBiWqyXVvDLplJUmOLhbHIt3U6Kv0=w80-h106-k-no
Kazyon Market,33.534516,-7.589778,,,,3.5(2),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noTYyx4zJubEOMCRpi8HwYp6AuoKhbCbY2nwKYKQu9D2-61-beuF0FRzEFjzjhlQgsGsZfIkNkql1ZWJq_PD9gbq42K4EPZ3AmkJDQOW0DqxJQIMC2TNPAp2OIZ-DCcgqc9sjdm=w80-h106-k-no
Kazyon Market,33.6148653,-7.1216056,,+212 766-971492,,5.0(1),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8XQHapPU_k_tQGj3tNEPQmzFEUE-8Soqr3bjk59ik93_9-JflNrrm0II258INw6xE8sH5eLQJRDmSgUYbo4nzMLSE5tXBhhJHL1PdD5fYtODLG0I2RhnfLT5MBll1EtpFExM8=w122-h92-k-no
Kazyon Market,33.5601978,-7.5478528,,,,3.9(18),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyvW0yEoQ76jdyaKPF-P0CgOiu_e9luzTO5Hfvo9lCSIxkq6dqlR6PyMXKu4BXcCGdcnhJhU8L7nFknwDZkoTkNY8QyeQkjIfjJ-reZnmtUv18onD5m-fIJ-Tmepac7eQZLk8v7Q=w80-h106-k-no
Kazyon,33.613504,-7.5271566,,+212 80-0008880,,4.4(12),https://lh3.googleusercontent.com/p/AF1QipOWAVeCmKk5lDxvPzxz1iBIGFPCIv_jhUTVfMfq=w92-h92-k-no
Kazyon Market,33.6074725,-7.5362384,,,,4.3(3),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.5997595,-7.4777627,,+212 675-394644,,3.8(8),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nobe34oreUeq3okfcXpAMOMp-tGGYwMFHMtMx4mBYsnFrzJlS0I6YOQ3pSr4yRqY3Oei4xpBbeG5DIwCAfxknQqZlDqqwa76v19-QEuof0o5BrFVOHz137fD7iHwOdPhxMFL6U=w80-h106-k-no
Kazyon Market,33.572219,-7.6147545,,+212 675-382382,,3.3(7),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzwz6GNyIf90tOqjlgJJbucuX5PrDlyxcHTWi4oxTAzOjNl_e2HcDprcqEJQOvZyUyDcQxY21RFET4O41lAEz6EmPDhye-I1Xm-XaHlUWj1Qko--jP0_M-M_Jct9DYYiJbK1JB=w80-h106-k-no
Kazyon Market sidi Moumen,33.5967719,-7.510202,,,,5.0(3),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.5867679,-7.5263291,,,,1.0(2),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon,33.0024388,-7.6332237,,,,4.7(3),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.6208853,-7.4860506,,+212 675-354541,,1.5(18),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nofQ3A00dFmxXxkUPR-qCXRx0siQ1mfN-hULUm-wNf3sBjQSbUkBLUn3601tNN2qBypM9XnOuYChJP_7t36I88xSxfVUjgOsAnOlLIGH0Nj5CL_LsVqXHz-6MhE9XBWFuYtUjHn-Q=w150-h92-k-no
Kazyon Market,32.9881954,-7.6044295,,,,超級市場,//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.6006875,-7.6351247,,,,4.3(6),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozw15Jjozyj_IWW7V4dH8p54rZ4fKXyGHkKh0AxpxuUpjGUSZnxxU_r9mENOiKcpVxnNr4E45VfNkqOYRN8K9wRYV0ZYBAznMukfE6AfsiS5sixOH_xcSq6VId4zp4Q2fyUpr9=w122-h92-k-no
Kazyon Market,33.5634399,-7.6744567,,,,便利店,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyykncTvrlasa6W9IPEP5ymnkgBxbUl8Wir7t25KXRLKZamL_oIp1Q38lZvEIQnt3vNVKRmqWbTedJYA5xG6zNYu96yE8JniOBbTimd-3I17eD5Fo2jWF12LKY9VSvG-uVvVFCPcyIkuMg=w80-h142-k-no
Kazyon Market,33.8636189,-5.5822902,,,,2.5(2),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npQCn3Xnh8JqTtlBy3RwyH4d5kfsJ-i4u7C27CcBFp39faSm99kHE_q4DpHXKheMc07jipdHiHX0WlyJlc1U5uX1zHNGiByDLw5FiY7mhTpwjNLXTGo6eK_fwKznCXoBkPCBsYLEY0bYQK5=w163-h92-k-no
Carrefour Market Azrou,33.446639,-5.23031,,+212 80-0000003,,4.0(237),
Kazyon Market,33.8636189,-5.5822902,,,,2.5(2),
kazyon market,33.6275883,-7.4419359,,+212 774-316939,,3.6(7),
Azrou Market,33.4478933,-5.2303485,,+212 621-176275,,市場策劃公司,
Kazyon market,31.6032555,-7.9616095,,,,超級市場,
Kazyon market,33.0628828,-7.2394195,,,,便利店,
Kazyon Market,33.5192212,-7.6778011,,,,4.3(7),
Kazyon Market,33.5267833,-7.6070834,,,,5.0(3),
Kazyon Market,33.2592547,-7.5894102,,,,5.0(1),
Kazyon Market,33.6074725,-7.5362384,,,,4.3(3),
KAZYON MARKET,31.677609,-8.0253927,,,,5.0(4),
Kazyon Market,33.534516,-7.589778,,,,3.5(2),
Kazyon Market,33.530231,-7.719738,,+212 633-430425,,4.6(7),
Kazyon Market,33.2277469,-8.507348,,,,4.0(1),
كازيون,33.5366214,-7.6827081,,,,5.0(1),
Kazyon market Garden Beach,33.477597,-7.960285,,,,4.8(6),
Kazyon Market,34.0600687,-6.7841887,,,,5.0(2),
KAZYON MARKET,31.6692392,-8.0286183,,+212 621-943421,,5.0(5),
Kazyon,33.613504,-7.5271566,,+212 80-0008880,,4.4(12),
Kazyon Market - كازيون ماركت,31.656269,-8.0325698,,,,4.4(8),
Kazyon Market,33.5752979,-7.5170774,,,,4.2(5),
Kazyon Market,33.2224851,-8.500795,,+212 772-408736,,3.9(15),
Kazyon Market,33.4650015,-7.6584542,,+212 80-0008880,,4.2(16),
Kazyon Market,31.6147799,-8.0548584,,,,3.3(18),
Kazyon Market,33.5753033,-7.5561856,,,,4.0(7),
كازيون ماركت kazyon market,33.4308601,-7.6389341,,,,4.5(2),
Kazyon Market,33.4602096,-7.6524761,,,,3.9(15),
Kazyon Market,34.082755,-6.7513729,,,,3.8(4),
Kazyon Market,32.9951672,-7.621249,,+212 695-260707,,4.2(5),
Kazyon Market,34.0133132,-6.8519865,,,,3.6(33),
Kazyon Market,33.9294109,-6.89456,,,,4.3(6),
Kazyon Market,34.0255906,-6.7580378,,+212 705-646045,,3.7(15),
Kazyon Market,33.5713731,-7.5965752,,,,3.7(3),
Kazyon Market,33.54616,-7.6775992,,,,3.0(4),
Kazyon Market,33.6046754,-7.4844776,,,,3.4(5),
Kazyon Market,33.6148653,-7.1216056,,+212 766-971492,,5.0(1),
Kazyon market,35.0050022,-5.9149942,,,,平價超級市場,
Kazyon Market,33.5214041,-7.6438076,,,,4.5(6),
Kazyon Market,34.0043771,-6.8498689,,,,3.8(22),
Kazyon Market,33.5867679,-7.5263291,,,,1.0(2),
Kazyon Market,33.5739916,-7.6390068,,+212 665-165887,,4.0(18),
Kazyon Market,33.4704729,-7.9610849,,+212 657-213639,,便利店,
Kazyon Market,33.5871981,-7.5807525,,,,3.0(4),
Kazyon Market,33.5997595,-7.4777627,,+212 675-394644,,3.8(8),
Kazyon Market,33.6006875,-7.6351247,,,,4.3(6),
Kazyon Market,33.8879314,-6.9712091,,+212 707-551856,,3.0(4),
Kazyon Market,33.6870358,-7.3392075,,+212 641-210896,,3.0(6),
Kazyon Market,33.7009199,-7.3835327,,+212 619-788800,,3.6(7),
Kazyon Market,33.5215491,-7.6739848,,,,1.0(2),
Kazyon Market,33.572219,-7.6147545,,+212 675-382382,,3.3(7),
kazyon mohammedia,33.6869438,-7.3778124,,,,3.0(2),
Kazyon market,33.5842179,-7.6189743,,,,市場,
Kazyon Market,33.582589,-7.6422376,,,,3.0(2),
Kazyon Market,33.6022521,-7.6437492,,,,2.3(3),
Kazyon Market,33.604158,-7.6540694,,,,1.5(2),
Kazyon Market,33.6563231,-7.417647,,,,3.7(36),
Kazyon,33.5620614,-7.5333872,,+212 80-0008880,,2.5(6),
Kazyon Market,33.5641644,-7.6690838,,,,4.3(4),
Kazyon Market,33.2841068,-8.3519745,,,,超級市場,
Kazyon Market,33.9906332,-6.8512858,,,,1.8(6),
Kazyon Market,33.6208853,-7.4860506,,+212 675-354541,,1.5(18),
Kazyon-Market,34.0410799,-6.8061507,,,,4.2(6),
Kazyon Market,33.6997492,-7.3955896,,,,超級市場,
كازيون,33.4637257,-7.6445237,,,,4.3(9),
Kayzon Market,33.7048114,-7.3971989,,+212 616-149892,,5.0(4),
Kazyon Market,32.9881954,-7.6044295,,,,超級市場,
Kazyon market Maatallah,31.5937073,-8.0525994,,,,超級市場,
Kazyon Market Kenitra - Mimosas,34.2531165,-6.5950112,,+212 661-216840,,4.1(7),
Kazyon Market,35.7867485,-5.8205877,,,,4.5(6),
Kazyon,33.5838132,-7.4813305,,+212 80-0008880,,4.1(16),
Kazyon Market,33.8983851,-6.929031,,,,市場,
Kazyon Assafa,33.5493016,-7.6762317,,,,4.3(3),
Kazyon Market,32.2871793,-9.2323361,,,,雜貨店,
Kayzon Market,34.0147857,-6.8499575,,,,5.0(2),
Home,33.2324173,-8.5225053,,,,3.5(2),
Kazyon market,33.2541702,-8.510934,,,,超級市場,
Kazyon market,35.760753,-5.8479342,,,,雜貨店,
Kazyon Market,33.9175793,-6.9242017,,,,商店,
Kazyon Market,33.6175395,-7.1248618,,,,超級市場,
Kazyon,33.0024388,-7.6332237,,,,4.7(3),
Kazyon Market,33.5634399,-7.6744567,,,,便利店,
kazyon Market Al Izdihar,33.4622477,-7.6639788,,,,超級市場,
Kazyon Market Azemmour centre,33.2866438,-8.3472179,,,,商店,
Kazyon Market,33.5720875,-7.6457829,,,,3.0(3),
Kazyon,33.6138372,-7.5384071,,,,雜貨店,
Kazyon,33.6010353,-7.6425251,,+212 80-0008880,,平價超級市場,
Kazyon Maamoura,34.2551154,-6.5838414,,+212 661-370244,,4.3(7),
KAZYON MARKET,34.1260015,-6.737125,,,,購物中心,
Kazyon,33.8516994,-7.049601,,,,雜貨店,
Kazyon Market,34.0043771,-6.8498689,,,,3.8(22),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKxR9kuQyCHwL93s2GWiXao9gIac9O2TRSP0VjZAmOr8hGf7XqKACr8cuis-DDmnng2Udb3VWwtMFhoZCeFg8fcna4BvybfgL23oDfTj2eQYrUfN1IzKJ00IYYqH6wdvkzyeoLFWJCsCLq=w122-h92-k-no
Kayzon Market,34.0147857,-6.8499575,,,,5.0(2),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjz-TsujEo-TmUFNtTmaWyGfo0L7SlIgqd0p2JIoBib16W1DHIm4oARo_tM99kFVRphH0Zum_QKjpDAjLSOLeihdgXyv3RSHKC7xaKwMYcVXHBgBT7R7PIvSrIgYqWSQJOjbg5=w80-h106-k-no
Kazyon Market,33.9906332,-6.8512858,,,,1.8(6),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.9175793,-6.9242017,,,,商店,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwGtCK9Ae3IZ061N5kaGv4wRQmbg312ZVMa1iRJScaNPUBh1iKXl8epAUj-ucShhpYERcTgnMZSlAPW9paLLUBnZsPxILEPAjuFiSSzRw2u5jLmExqwfnnsvJVmmKA4EKNnWs5g9u39W4Z=w163-h92-k-no
KAZYON MARKET SALE/SAID HAJI/RTE DE MEHDIYA,34.0670179,-6.7987557,,+212 80-0008880,,4.0(4),https://lh3.googleusercontent.com/p/AF1QipMYf5B7j2Rei3kMvwGLnnzsblcsTDumN5SLweRa=w92-h92-k-no
Kazyon Market,34.082755,-6.7513729,,,,3.8(4),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon-Market,34.0410799,-6.8061507,,,,4.2(6),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQ4riTIp_Ihl-pdLkYzP-S3CTtnhzksZfGe-ZakmNi94Tu01KTjUJHzzUkTVd71wZgr2G4yh2AndIOESevmzxkhPIixNfiTCZ1qZ-r8d_1PurjBIdSDf_tH8ID9mqC-L2JMKa9=w80-h106-k-no
Kazyon Market,34.0600687,-6.7841887,,,,5.0(2),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npto1tOGVqAprnxXM1Xck9dMecUzOpHzAL2PmZgEgfVrMQ5kSEXsOXujS_l9lkyy_zA5MPqzuWWHVfcXRjWcAulJFuU7FmpSLX3c_q-7DY-jF0qooyg_tRSGEZBClpoOPbT1VabfA=w80-h106-k-no
Kazyon Market,34.0255906,-6.7580378,,+212 705-646045,,3.7(15),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpwT11hKMztVfxGyhtDzDg0OJU5Jf47ZWdsm2y6nACYnTB2jFgFJpFjNBxTUYhwugYJexN5FqVa-fhp8Z0y1pJjiKyq00-crDjFNSGVocfuNT7R95FWXticSLoCNzyLvhh6FCmVQ=w92-h92-k-no
Kazyon,34.0474244,-6.7824714,,,,5.0(2),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.9294109,-6.89456,,,,4.3(6),https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2YTZfq51PhfcwDU6JrQffofaMuJTpl3sPjY6oilqGfDQJbAUcrEWlexRRwX2VDKNBe-k6PBxvPxYcwwvG4gxaiPoZH7m1ZpCvqcNqJywhn-KhGTQzXQOIumqpx9htIZt_SqPXZg=w80-h106-k-no
Kazyon,33.8516994,-7.049601,,,,雜貨店,//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.8983851,-6.929031,,,,市場,//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
kazyon market,33.6275883,-7.4419359,,+212 774-316939,,3.6(7),https://lh3.googleusercontent.com/gps-cs-s/AC9h4noHNdyEPWbHSgHLeHpNoQDtNxRi-bB7SKuj0PQdYZtvC0mbsnqCpdbTRQuOeJcyaMPNC4phGGOSszUyG6GZCcSr5B-JM5pPRrBkPY_oPeXQhgxgf7k9seulbGGIf6WVaA0O8xbK=w92-h92-k-no
Kazyon Market,33.4650015,-7.6584542,,+212 80-0008880,,4.2(16),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market كازيون,30.0888553,31.3073901,,,,3.7(89),//lh3.googleusercontent.com/QE2O1bNBZ0OVoXSCfdnmoaGuun-RbeVT76Re50Qr95bRRap2yamRLS4afQ2mn6d5mw=w105-h92-k-no
Kazyon Market,33.604158,-7.6540694,,,,1.5(2),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon supermarket,30.0401484,31.2499298,,,,3.8(183),https://lh3.googleusercontent.com/p/AF1QipOeIuisiT6Ducqyv-xziOe9zAAiUTPUfNc7sDIN=w162-h92-k-no
Kazyon Market Kenitra - Mimosas,34.2531165,-6.5950112,,+212 661-216840,,4.1(7),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,30.1136691,31.2968411,,,,4.0(184),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUnqGrfRMPCRLoLY9DoW8oudXpg8pNhu-pgnYzIXwO0P1wy7ZvEkKdEiq5Bk9QCtTYJBcM41zVfE-_VJSAPXaBNOb06MGIZUtFTGTnBcHbTzHvOBWA_kqQ8Ho3UBoW3cfK6SOR=w122-h92-k-no
Kazyon Market,33.6563231,-7.417647,,,,3.7(36),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.573982,-7.5107563,,,,4.7(3),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon Market,33.5948611,-7.5025214,,,,5.0(1),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
Kazyon,30.1222953,31.3343467,,,,3.9(548),//lh3.googleusercontent.com/7jWnuFyDp1PaSMRUvsudv9WTmw_O-V4ot1yvyQ40d59GEXhMYN7qigwYW3Jlh6l-=w189-h92-k-no
Kazyon Market,33.5475303,-7.5761525,,,,3.8(9),//maps.gstatic.com/tactile/pane/result-no-thumbnail-1x.png
